Cultivar,Neighbourhood,Location Description,Blooming
Rancho,Downtown,Bayshore Drive,03/24-04/07
Rancho,Downtown,"Davie, Hornby to Burrard and beyond",03/24-04/07
Rancho,Downtown,"Tourism Office, 200 Burrard",03/24-04/07
Rancho,Downtown,Georgia and Howe,03/24-04/07
Rancho,Dunbar-Southlands,37th and Blenheim,03/24-04/07
Rancho,Fairview,Granville from 7th Ave to Broadway and more to 13th,03/17-03/31
Rancho,Fairview,"2nd (6th), west of Cambie",03/17-03/31
Rancho,Fairview,Cambie at 8th,03/17-03/31
Rancho,Grandview-Woodland,"Victoria Dr, Powell to Broadway",03/24-04/07
Rancho,Grandview-Woodland,465 Victoria Dr,03/24-04/07
Rancho,Kensington-Cedar Cottage,4888 Windsor St,03/24-04/07
Rancho,Kensington-Cedar Cottage,5505 Sherbrooke St,03/24-04/07
Rancho,Killarney,Killarney Park,03/24-04/07
Rancho,Killarney,"Wessex, Kingsway to School",03/24-04/07
Rancho,Kitsilano,W6th and Cypress,03/17-03/31
Rancho,Kitsilano,12th & Trafalgar,03/17-03/31
Rancho,Langley,19376 62a Ave,03/28-04/12
Rancho,Langley,6334 193b St,03/28-04/12
Rancho,Langley,5270 197a St,03/28-04/12
Rancho,Langley,20229 Fraser Hwy,03/28-04/12
Rancho,Marpole,Granville at 64th,03/24-04/07
Rancho,Marpole,"Cambe, North from Marine dr",03/24-04/07
Rancho,Marpole,7811 Heather St,03/24-04/07
Rancho,Mount Pleasant,3034 Main St,03/24-04/07
Rancho,Mount Pleasant,Tea Swamp Park,03/24-04/07
Rancho,New Westminster,"both sides of 6th Ave for a block at 5th St, New Westminster",03/24-04/07
Rancho,New Westminster,530 Queens Ave,03/24-04/07
Rancho,New Westminster,310-314 Seventh Ave,03/24-04/07
Rancho,New Westminster,7th Ave & 1st St,03/24-04/07
Rancho,New Westminster,444 Fader St,03/24-04/07
Rancho,North Vancouver,Berkley Road off Mt. Seymour Parkway,03/28-04/12
Rancho,North Vancouver,2444 Burr Place off Berkley Rd.,03/28-04/12
Rancho,Renfrew-Collingwood,Kingsway at Rupert,03/24-04/07
Rancho,Richmond,9451-9711 Bridgeport Rd,03/17-03/31
Rancho,Richmond,8714-8888 River Rd,03/17-03/31
Rancho,Richmond,14300 Entertainment Blvd,03/17-03/31
Rancho,Richmond,3255 Garry St,03/17-03/31
Rancho,Richmond,No. 1 Rd @ Pacemore Ave Seafair,03/17-03/31
Rancho,Riley Park,400blk King Edward,03/28-04/12
Rancho,South Cambie,W23 Heather,03/24-04/07
Rancho,Strathcona,Union east of Jackson,03/17-03/31
Rancho,Strathcona,305 Alexander St,03/17-03/31
Rancho,Strathcona,591 E Pender St,03/17-03/31
Rancho,Sunset,"E 43rd, Knight to Inverness",03/24-04/07
Rancho,Sunshine Coast/Gulf Islands,5540 Inlet Ave,03/28-04/12
Rancho,Sunshine Coast/Gulf Islands,103-5531 Inlet Ave,03/28-04/12
Rancho,Surrey and North Delta,101A Ave and 159 St,03/28-04/12
Rancho,Surrey and North Delta,7492-7536 120 St,03/28-04/12
Rancho,Surrey and North Delta,17396 3a Ave,03/28-04/12
Rancho,Surrey and North Delta,10428 153 St,03/28-04/12
Rancho,Surrey and North Delta,Fleetwood Park Display Garden,03/28-04/12
Rancho,Surrey and North Delta,9758 154 St,03/28-04/12
Rancho,Surrey and North Delta,158B St & 97A Ave,03/28-04/12
Rancho,UBC,2848 The University of British Columbia,03/24-04/07
Rancho,"Victoria, BC",1318 George St,03/24-04/07
Rancho,"Victoria, BC",1028 Chamberlain St,03/24-04/07
Rancho,Victoria-Fraserview,"E 43 Ave, north side, Stirling St. to Gladstone St.",03/24-04/07
Rancho,Victoria-Fraserview,2510 Hoylake Ave,03/24-04/07
Rancho,West End / Stanley Park,"Davie, Jervis to Hornby",03/17-03/31
Rancho,West End / Stanley Park,Malkin Bowl,03/17-03/31
Rancho,West Point Grey,4389 W 8th Ave,03/24-04/07
Rancho,White Rock / South Surrey,Foster Str North from Thrif,03/28-04/12
Rancho,White Rock / South Surrey,East from160Str and North from 24aAve,03/28-04/12
Rancho,White Rock / South Surrey,26bAve near 128Str.,03/28-04/12
Rancho,White Rock / South Surrey,26 Ave and 126 St,03/28-04/12
Rancho,White Rock / South Surrey,140 St (back) south from 30 Ave,03/28-04/12
Rancho,White Rock / South Surrey,on both sides of 127 St from 19Ave,03/28-04/12
Rancho,White Rock / South Surrey,154Str and 37A ave,03/28-04/12
Rancho,White Rock / South Surrey,1839 Laronde Dr,03/28-04/12
Rancho,White Rock / South Surrey,2820-2982 160 St,03/28-04/12
Rancho,White Rock / South Surrey,1834 129a St,03/28-04/12
Rancho,White Rock / South Surrey,1 158 St,03/28-04/12
Royal Burgundy,Shaughnessy,"Great Lawn, VanDusen Gardens",04/10-04/25
Royal Burgundy,Surrey and North Delta,1680 168 St,04/10-04/25
Royal Burgundy,White Rock / South Surrey,32 ave from 156a Str to 154Str,04/10-04/25
Royal Burgundy,White Rock / South Surrey,1165 Kent St,04/10-04/25
Sargent Hybrid,Grandview-Woodland,2300 William,03/31-04/14
Sargent Hybrid,Hastings-Sunrise,Graveley at Kaslo,03/31-04/14
Sargent Hybrid,Hastings-Sunrise,6th at Slocan,03/31-04/14
Sargent Hybrid,Kensington-Cedar Cottage,13th and Clark,03/31-04/14
Sargent Hybrid,Kensington-Cedar Cottage,26th and St Catherines,03/31-04/14
Sargent Hybrid,Kensington-Cedar Cottage,"Templeton, 10th -11th",03/31-04/14
Sargent Hybrid,Kensington-Cedar Cottage,"Templeton, E 10th",03/31-04/14
Sargent Hybrid,Kensington-Cedar Cottage,Trout lake dog park,03/31-04/14
Sargent Hybrid,Killarney,"48th, south side of Killarney Park",03/31-04/14
Sargent Hybrid,Kitsilano,3rd and Balsam,03/24-04/07
Sargent Hybrid,Oakridge,1305 W 57th Ave,03/31-04/14
Sargent Hybrid,Riley Park,"27th, Fraser to St George",04/04-04/19
Sargent Hybrid,Shaughnessy,VanDusen Botanical Garden,04/04-04/19
Sargent Hybrid,Shaughnessy,VanDusen Aut Stroll,04/04-04/19
Sargent Hybrid,Shaughnessy,Oak & 33rd,04/04-04/19
Sargent Hybrid,Surrey and North Delta,16508 24 Ave,04/04-04/19
Sargent Hybrid,Victoria-Fraserview,"Gladstone, 48th to 49th",03/31-04/14
Sargent Hybrid,West End / Stanley Park,Park Ln Central Vancouver,03/24-04/07
Sargent Hybrid,White Rock / South Surrey,1436 129 St,04/04-04/19
Schmitt Cherry,Burnaby,5070 Sanders St,03/24-04/07
Schmitt Cherry,Burnaby,4065-4067 Brandon St,03/24-04/07
Schmitt Cherry,Downtown,Seabreeze Walk and Hornby,03/24-04/07
Schmitt Cherry,Hastings-Sunrise,"6th, Renfrew to Kaslo",03/24-04/07
Schmitt Cherry,Kitsilano,"W6th, Arbutus to Yew",03/24-04/07
Schmitt Cherry,Kitsilano,"Balsam, York to Cornwall",03/24-04/07
Schmitt Cherry,Richmond,11491 Seventh Ave,03/24-04/07
Schmitt Cherry,Shaughnessy,"VanDusen, Aut. Stroll",03/24-04/07
Schmitt Cherry,Sunset,"E 41st & Prince Albert, Memorial Park",03/24-04/07
Schmitt Cherry,White Rock / South Surrey,152St north from 24 Ave,03/24-04/07
Sendai-shidare,Arbutus Ridge,22nd near Balsam,03/24-04/07
Sendai-shidare,Delta,4657-4665 52a St,03/24-04/07
Sendai-shidare,Marpole,64th Ave between Cambie and Heather,03/24-04/07
Sendai-shidare,Oakridge,5788 Cartier St,03/24-04/07
Sendai-shidare,Port Moody,670 Ioco Rd,03/24-04/07
Sendai-shidare,West End / Stanley Park,Comox between Gilford and Chilco,03/24-04/07
Sendai-shidare,West End / Stanley Park,Haro and Chilco,03/24-04/07
Sendai-shidare,White Rock / South Surrey,Poplar Dr. near 154 St,03/24-04/07
Sendai-shidare,White Rock / South Surrey,"Poplar Dr, 154 St",03/24-04/07
Sendai-shidare,White Rock / South Surrey,22 Ave and 148A St,03/24-04/07
Sendai-shidare,White Rock / South Surrey,152A St and 22 Ave,03/24-04/07
Sendai-shidare,White Rock / South Surrey,14387 18 Ave,03/24-04/07
Sendai-shidare,White Rock / South Surrey,1929-1999 154 St,03/24-04/07
Sendai-shidare,White Rock / South Surrey,13000-13098 Marine Dr,03/24-04/07
Sendai-shidare,White Rock / South Surrey,1499 133b St,03/24-04/07
Sendai-shidare,White Rock / South Surrey,1652 141a St,03/24-04/07
Sendai-shidare,White Rock / South Surrey,2672 Northcrest Dr,03/24-04/07
Sendai-shidare,White Rock / South Surrey,2482 127a St,03/24-04/07
Sendai-shidare,White Rock / South Surrey,127bStr between 24 and 24aAve,03/24-04/07
Sendai-shidare,White Rock / South Surrey,13189 Marine Dr,03/24-04/07
Shidare-zakura,Burnaby,Southoaks Crescent,03/21-04/07
Shidare-zakura,North Vancouver,266. West 4th St neat Mahon,03/25-04/04
Shidare-zakura,Richmond,"2211 Catalina, Hudson",03/14-03/31
Shidare-zakura,Tsawwassen,56 St 18 Ave.,03/21-04/07
Shidare-zakura,UBC,Acadia and University,03/21-04/07
Shidare-zakura,West End / Stanley Park,Thurlow at Barclay,03/21-04/07
Shidare-zakura,White Rock / South Surrey,Parker Str near Roper Ave,03/21-04/07
Shidare-zakura,White Rock / South Surrey,139A St turning to 23 Ave after 22A Ave,03/21-04/07
Shiro-fugen,Burnaby,Malvern and Burris,04/11-04/30
Shiro-fugen,Burnaby,Kingsway Waltham,04/11-04/30
Shiro-fugen,Burnaby,Patrick,04/11-04/30
Shiro-fugen,Burnaby,4411 Grange St,04/11-04/30
Shiro-fugen,Burnaby,7832-7850 Enterprise St,04/11-04/30
Shiro-fugen,Burnaby,5617 Neville St,04/11-04/30
Shiro-fugen,Burnaby,5698 Clinton St,04/11-04/30
Shiro-fugen,Burnaby,White Ave Burnaby,04/11-04/30
Shiro-fugen,Burnaby,361 Howard Ave,04/11-04/30
Shiro-fugen,Burnaby,6220 McKay Ave,04/11-04/30
Shiro-fugen,Burnaby,5485 Rumble St,04/11-04/30
Shiro-fugen,Burnaby,4605 Alpha Dr,04/11-04/30
Shiro-fugen,Burnaby,2080 Fell Ave,04/11-04/30
Shiro-fugen,Chilliwack,"Mr. Mikes,Chilliwack",04/11-04/30
Shiro-fugen,Chilliwack,7258 Vedder Rd. Chilliwack,04/11-04/30
Shiro-fugen,Coquitlam,2591 Mariner Way,04/11-04/30
Shiro-fugen,Coquitlam,902-904 Ingersoll Ave,04/11-04/30
Shiro-fugen,Coquitlam,1325 Pipeline Rd,04/11-04/30
Shiro-fugen,Coquitlam,2813 Glen Dr,04/11-04/30
Shiro-fugen,Coquitlam,3000 Anson Ave,04/11-04/30
Shiro-fugen,Coquitlam,2990 Princess Crescent,04/11-04/30
Shiro-fugen,Delta,5078 47a Ave,04/11-04/30
Shiro-fugen,Delta,Ladner Exchange,04/11-04/30
Shiro-fugen,Delta,100 62b St,04/11-04/30
Shiro-fugen,Downtown,"401 W Georgia, Homer St entrance",04/11-04/30
Shiro-fugen,Downtown,Dunsmuir and Melville,04/11-04/30
Shiro-fugen,Downtown,Milross and Quebec,04/11-04/30
Shiro-fugen,Downtown,Georgia and Bute,04/11-04/30
Shiro-fugen,Downtown,1283 Hamilton St,04/11-04/30
Shiro-fugen,Dunbar-Southlands,24th and Highbury,04/11-04/30
Shiro-fugen,Dunbar-Southlands,"Balaclava Park, 3108 W 31st Ave",04/11-04/30
Shiro-fugen,Dunbar-Southlands,2995 W 34th Ave,04/11-04/30
Shiro-fugen,Dunbar-Southlands,6550 Blenheim St,04/11-04/30
Shiro-fugen,Dunbar-Southlands,3986 Blenheim St,04/11-04/30
Shiro-fugen,Fairview,Laurel north of 7th,04/11-04/30
Shiro-fugen,Fairview,"Charleston Park, False Creek",04/11-04/30
Shiro-fugen,Fairview,5th and Fir,04/11-04/30
Shiro-fugen,Fairview,2576 Ash St.,04/11-04/30
Shiro-fugen,Fairview,993 W 8th Ave,04/11-04/30
Shiro-fugen,Fairview,2329-2443 Alder St,04/11-04/30
Shiro-fugen,Fairview,2719-2785 Ash St,04/11-04/30
Shiro-fugen,Fairview,9 Creekside Dr,04/11-04/30
Shiro-fugen,Fairview,1360 W 8th Ave,04/11-04/30
Shiro-fugen,Fairview,2820 Birch St,04/11-04/30
Shiro-fugen,Fairview,1253 Johnston St,04/11-04/30
Shiro-fugen,Fairview,15 Creekside Dr,04/11-04/30
Shiro-fugen,Fairview,1214 Island Park Walk,04/11-04/30
Shiro-fugen,Fairview,805 W 12th Ave,04/11-04/30
Shiro-fugen,Fairview,801 W 1st Ave,04/11-04/30
Shiro-fugen,Grandview-Woodland,Adanac and Salisbury,04/11-04/30
Shiro-fugen,Grandview-Woodland,2140 Wall St,04/11-04/30
Shiro-fugen,Hastings-Sunrise,"Callister Park, Kaslo and Cambridge",04/11-04/30
Shiro-fugen,Hastings-Sunrise,2583 E 8th Ave,04/11-04/30
Shiro-fugen,Hastings-Sunrise,3476 E 5th Ave,04/11-04/30
Shiro-fugen,Hastings-Sunrise,3476 E 5th Ave,04/11-04/30
Shiro-fugen,Hastings-Sunrise,30 N Nanaimo St,04/11-04/30
Shiro-fugen,Kensington-Cedar Cottage,32nd and Beatrice,04/11-04/30
Shiro-fugen,Kensington-Cedar Cottage,E30 Fraser,04/11-04/30
Shiro-fugen,Kensington-Cedar Cottage,"E 18th Ave, Knight St.",04/11-04/30
Shiro-fugen,Kerrisdale,"46th, East Blvd to Maple",04/11-04/30
Shiro-fugen,Kerrisdale,Kerrisdale Comm Ctr at 43rd and Yew,04/11-04/30
Shiro-fugen,Kerrisdale,"Yew, 42nd to 44th",04/11-04/30
Shiro-fugen,Kerrisdale,"Beechwood, W 53",04/11-04/30
Shiro-fugen,Kerrisdale,2309 W 41st Ave,04/11-04/30
Shiro-fugen,Killarney,6075 Killarney St,04/11-04/30
Shiro-fugen,Killarney,2798 E 43rd Ave,04/11-04/30
Shiro-fugen,Kitsilano,"Burrard, north side, east of Cypress",04/11-04/30
Shiro-fugen,Kitsilano,8th and Arbutus,04/11-04/30
Shiro-fugen,Kitsilano,6th and Burrard,04/11-04/30
Shiro-fugen,Kitsilano,Chestnut Ogden,04/11-04/30
Shiro-fugen,Kitsilano,3220 W 8th Ave,04/11-04/30
Shiro-fugen,Kitsilano,1000 Chestnut St,04/11-04/30
Shiro-fugen,Kitsilano,1905 Ogden Ave,04/11-04/30
Shiro-fugen,Langley,"200Str,57A ave",04/11-04/30
Shiro-fugen,Langley,Willowbrook shopping center,04/11-04/30
Shiro-fugen,Langley,20550 Douglas Crescent,04/11-04/30
Shiro-fugen,Langley,24891-25121 Fraser Hwy,04/11-04/30
Shiro-fugen,Langley,24330 Fraser Hwy,04/11-04/30
Shiro-fugen,Langley,5066 216 St,04/11-04/30
Shiro-fugen,Langley,7169 208A St,04/11-04/30
Shiro-fugen,Langley,7947 209 St,04/11-04/30
Shiro-fugen,Langley,80a Ave & 210 ST,04/11-04/30
Shiro-fugen,Langley,201A St @ Michaud Cres Langley City,04/11-04/30
Shiro-fugen,Langley,8662 216 St,04/11-04/30
Shiro-fugen,Langley,21150 85 Ave,04/11-04/30
Shiro-fugen,Marpole,Cambie St. West 57 Ave. to SW Marine Dr.,04/11-04/30
Shiro-fugen,Marpole,Oak St West Side,04/11-04/30
Shiro-fugen,Marpole,8324-8440 BC-99,04/11-04/30
Shiro-fugen,Marpole,8183-8337 Tidewater Pl,04/11-04/30
Shiro-fugen,Marpole,1800-1816 W 75th Ave,04/11-04/30
Shiro-fugen,Marpole,8567 Hudson St,04/11-04/30
Shiro-fugen,Marpole,8680 Cambie St,04/11-04/30
Shiro-fugen,Marpole,7466 Granville St,04/11-04/30
Shiro-fugen,Marpole,8755 Laurel St,04/11-04/30
Shiro-fugen,Marpole,745 W 69th Ave,04/11-04/30
Shiro-fugen,Mount Pleasant,4th and Quebec,04/11-04/30
Shiro-fugen,Mount Pleasant,2nd and Prince Edward,04/11-04/30
Shiro-fugen,Mount Pleasant,2997 Manitoba St,04/11-04/30
Shiro-fugen,Mount Pleasant,601 E 5th Ave,04/11-04/30
Shiro-fugen,Mount Pleasant,395 E 6th Ave,04/11-04/30
Shiro-fugen,New Westminster,8th and Royal,04/11-04/30
Shiro-fugen,New Westminster,2048 Stewardson Way,04/11-04/30
Shiro-fugen,New Westminster,1045 Columbia St,04/11-04/30
Shiro-fugen,New Westminster,381 Fourth Ave,04/11-04/30
Shiro-fugen,New Westminster,411 Seventh Ave,04/11-04/30
Shiro-fugen,New Westminster,22 New Royal Ave,04/11-04/30
Shiro-fugen,North Vancouver,130 E 2nd St,04/11-04/30
Shiro-fugen,North Vancouver,168 Chadwick Court,04/11-04/30
Shiro-fugen,North Vancouver,130 W 5th Street,04/11-04/30
Shiro-fugen,North Vancouver,W 8th at Chesterfield,04/11-04/30
Shiro-fugen,North Vancouver,Tempe Glen Dr.,04/11-04/30
Shiro-fugen,North Vancouver,Wilding Way,04/11-04/30
Shiro-fugen,Oakridge,Cambie south of 49th,04/11-04/30
Shiro-fugen,Oakridge,1189-1225 W 48th Ave,04/11-04/30
Shiro-fugen,Oakridge,295 W 49th Ave,04/11-04/30
Shiro-fugen,Oakridge,W.48 and Columbia,04/11-04/30
Shiro-fugen,Oakridge,1163 W 48th Ave,04/11-04/30
Shiro-fugen,Oakridge,Oak St FS w 43 Ave Oakridge,04/11-04/30
Shiro-fugen,Port Moody,Heritage Mountain Blvd Port Moody,04/11-04/30
Shiro-fugen,Renfrew-Collingwood,Slocan and Grandview Hwy,04/11-04/30
Shiro-fugen,Renfrew-Collingwood,EB E Broadway FS Slocan St East Side,04/11-04/30
Shiro-fugen,Renfrew-Collingwood,"Slocan Park, 2750 E 29th Ave",04/11-04/30
Shiro-fugen,Renfrew-Collingwood,Earles Park - 5621 Killarney St,04/11-04/30
Shiro-fugen,Renfrew-Collingwood,"Beaconsfield Park, 3215 Slocan St",04/11-04/30
Shiro-fugen,Renfrew-Collingwood,2478 E 28th Ave,04/11-04/30
Shiro-fugen,Renfrew-Collingwood,4590 Earles St,04/11-04/30
Shiro-fugen,Renfrew-Collingwood,2625 Rupert St,04/11-04/30
Shiro-fugen,Renfrew-Collingwood,3084 E 16th Ave,04/11-04/30
Shiro-fugen,Renfrew-Collingwood,3922 Cassiar St,04/11-04/30
Shiro-fugen,Renfrew-Collingwood,2552 E 22nd Ave,04/11-04/30
Shiro-fugen,Renfrew-Collingwood,SB Rupert St @ E 24 Ave Renfrew-Collingwood,04/11-04/30
Shiro-fugen,Richmond,7291-7 Moffatt Road,04/11-04/30
Shiro-fugen,Richmond,Minoru Park,04/11-04/30
Shiro-fugen,Richmond,Minoru Park,04/11-04/30
Shiro-fugen,Richmond,Parking lot of Canadian Tire,04/11-04/30
Shiro-fugen,Richmond,Gilbert and Elmbridge,04/11-04/30
Shiro-fugen,Richmond,10251 St Edwards Dr,04/11-04/30
Shiro-fugen,Richmond,13211 Knight St,04/11-04/30
Shiro-fugen,Richmond,#150 - 13711 Mayfield Pl,04/11-04/30
Shiro-fugen,Richmond,14331 Entertainment Blvd,04/11-04/30
Shiro-fugen,Richmond,5195 Maple Rd,04/11-04/30
Shiro-fugen,Richmond,9260 No. 2 Road,04/11-04/30
Shiro-fugen,Richmond,9280 No. 2 Road,04/11-04/30
Shiro-fugen,Richmond,4420 Moncton St,04/11-04/30
Shiro-fugen,Richmond,120-6851 Elmbridge Way,04/11-04/30
Shiro-fugen,Richmond,6951 Westminster Hwy,04/11-04/30
Shiro-fugen,Richmond,Westminster Hwy FS Elmbridge Way Richmond,04/11-04/30
Shiro-fugen,Richmond,11688 Second Ave,04/11-04/30
Shiro-fugen,Richmond,No. 1 Rd @ Broadway St Steveston,04/11-04/30
Shiro-fugen,Riley Park,"Mt View Cemetery, 41st and Fraser",04/11-04/30
Shiro-fugen,Riley Park,30th e of Walden,04/11-04/30
Shiro-fugen,Riley Park,"St George, 28th to 29th 4 trees",04/11-04/30
Shiro-fugen,Riley Park,37th and Manitoba,04/11-04/30
Shiro-fugen,Riley Park,28th and Cambie,04/11-04/30
Shiro-fugen,Riley Park,23rd and Yukon,04/11-04/30
Shiro-fugen,Riley Park,Sophia at 28th,04/11-04/30
Shiro-fugen,Riley Park,QE Park golf course,04/11-04/30
Shiro-fugen,Riley Park,"Queen Elizabeth Park, 498 29th Avenue Bikeway",04/11-04/30
Shiro-fugen,Riley Park,"Queen Elizabeth Park, 4787 Cambie St",04/11-04/30
Shiro-fugen,SFU,"SFU, near Academic Quadrangle",04/11-04/30
Shiro-fugen,Shaughnessy,West 26 Ave.: Osler to Selkirk Street,04/11-04/30
Shiro-fugen,Shaughnessy,VanDusen Rhodo W,04/11-04/30
Shiro-fugen,South Cambie,16th at Ash,04/11-04/30
Shiro-fugen,South Cambie,16th east of Oak,04/11-04/30
Shiro-fugen,South Cambie,"Willow, north of 41st",04/11-04/30
Shiro-fugen,South Cambie,4949 Heather St,04/11-04/30
Shiro-fugen,South Cambie,4085 Ash St,04/11-04/30
Shiro-fugen,Strathcona,"Gore Ave, from Keefer St to Union St",04/11-04/30
Shiro-fugen,Strathcona,Pender and Gore,04/11-04/30
Shiro-fugen,Strathcona,801-855 Commercial Diversion,04/11-04/30
Shiro-fugen,Sunset,6438 Quebec Street at 48,04/11-04/30
Shiro-fugen,Sunset,5765 Inverness St,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,317 Gower Point Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,5085 Davis Bay Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,5790 Teredo St,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,474 S Fletcher Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,711 Franklin Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,1053 Roberts Creek Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,5135 Davis Bay Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,1009 BC-101,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,712 Park Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,773 Franklin Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,4750 Whitaker Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,902 Oceanmount Blvd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,1074 Roberts Creek Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,1057 Roberts Creek Rd,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,5889 Klahanie Dr,04/11-04/30
Shiro-fugen,Sunshine Coast/Gulf Islands,1106 Sunnyside Rd,04/11-04/30
Shiro-fugen,Surrey and North Delta,104Ave near 144Str,04/11-04/30
Shiro-fugen,Surrey and North Delta,148Str and 104Ave,04/11-04/30
Shiro-fugen,Surrey and North Delta,152Str and 100Ave,04/11-04/30
Shiro-fugen,Surrey and North Delta,13376-13408 Comber Way,04/11-04/30
Shiro-fugen,Surrey and North Delta,13379 72 Ave,04/11-04/30
Shiro-fugen,Surrey and North Delta,7953-8033 120 St,04/11-04/30
Shiro-fugen,Surrey and North Delta,13753 72 Ave,04/11-04/30
Shiro-fugen,Surrey and North Delta,5968 151 St,04/11-04/30
Shiro-fugen,Surrey and North Delta,20689 Fraser Hwy,04/11-04/30
Shiro-fugen,Surrey and North Delta,10201-10233 BC-99A,04/11-04/30
Shiro-fugen,Surrey and North Delta,5708 180 St,04/11-04/30
Shiro-fugen,Surrey and North Delta,7480 176 St,04/11-04/30
Shiro-fugen,Surrey and North Delta,7778 152 St,04/11-04/30
Shiro-fugen,Surrey and North Delta,5655 121A St,04/11-04/30
Shiro-fugen,Surrey and North Delta,7082-7126 138 St,04/11-04/30
Shiro-fugen,Surrey and North Delta,7470 138 St,04/11-04/30
Shiro-fugen,Surrey and North Delta,12992 76 Ave,04/11-04/30
Shiro-fugen,Surrey and North Delta,8635 119 St,04/11-04/30
Shiro-fugen,Surrey and North Delta,12446 80 Ave,04/11-04/30
Shiro-fugen,Surrey and North Delta,12736-12782 80 Ave,04/11-04/30
Shiro-fugen,Surrey and North Delta,15517-15531 88 Ave,04/11-04/30
Shiro-fugen,Surrey and North Delta,14970-14998 101a Ave,04/11-04/30
Shiro-fugen,Surrey and North Delta,8732 140 St,04/11-04/30
Shiro-fugen,Surrey and North Delta,14910-14950 86a Ave,04/11-04/30
Shiro-fugen,Surrey and North Delta,1680 168 St,04/11-04/30
Shiro-fugen,Surrey and North Delta,9677 King George Blvd,04/11-04/30
Shiro-fugen,Tsawwassen,56 St. 18 Ave.,04/11-04/30
Shiro-fugen,UBC,University at Main Mall,04/11-04/30
Shiro-fugen,UBC,West Mall south of Bio Sciences Rd,04/11-04/30
Shiro-fugen,UBC,Nitobe Memorial Garden,04/11-04/30
Shiro-fugen,UBC,Marine Dr at Marine Drive Towers,04/11-04/30
Shiro-fugen,UBC,Old Library at UBC.,04/11-04/30
Shiro-fugen,UBC,2250 Health Sciences Mall,04/11-04/30
Shiro-fugen,UBC,Nitobe Memorial Garden,04/11-04/30
Shiro-fugen,UBC,NItobe Memorial Garden,04/11-04/30
Shiro-fugen,UBC,Nitobe Memorial Garden,04/11-04/30
Shiro-fugen,UBC,Nitobe Memorial Garden,04/11-04/30
Shiro-fugen,Unknown,7435 Moffatt,04/11-04/30
Shiro-fugen,"Victoria, BC",Southbound Douglas at Centennial (#100082) Downtown,04/11-04/30
Shiro-fugen,"Victoria, BC",BC-19 Port Hardy,04/11-04/30
Shiro-fugen,"Victoria, BC",7370 Market St,04/11-04/30
Shiro-fugen,"Victoria, BC",600 Menzies St,04/11-04/30
Shiro-fugen,"Victoria, BC",475 Michigan St,04/11-04/30
Shiro-fugen,Victoria-Fraserview,"48th, east of Victoria",04/11-04/30
